CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
L & T Infotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12131.02,23067.68,29222.57,24911.45,70739.05
Kavveri Telecom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14,65.54,47.58,214.23,28.22,84.81,165.81,329.21,157.84,27.77,28.15,31.19,26.02,20.72,12.07,3.64,0
Radiant Fin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4580.85,2976.27,2552.74,2175.25,2062.8,2282.09,3434.45,3813.99,3900.56,3205.96,1856.4,2814.65
SN Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persistent Sys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.8,1281.2,2166.6,4190.8,5695.6,6093.2,4765.2,5525.6,5065.2,4211.02,14664.05
Petrofarms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.26,318.55,981.55,399.66,107.88,47.1,55.79,90.05,201.58,145.6,99.91,69.08,63.76,220.32
Torrent Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.73,5333.96,3498.49,13646.72,11789.99,9531.68,6602.49,4424.49,7700.94,11061.4,11167.13,11010.93,12361.46,13406.81,20366.14
Sar Auto Prod.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,73.38,42.6,77.88,134.84,154.85,116.74
Hi-Klass Trading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0
Konndor Indust.,0,0,0,0,0,0,0,0,0,0,0,9.94,5.3,3.15,1.89,2.47,2.55,4.53,7.18,4.64,6.07,5.18,3.19,2.46,2.31,1.56,1.9,0.93,0.63,0.79,0.61,1.3
Shirpur Gold,0,0,0,0,0,0,0,0,0,1.38,139.39,491.15,214.34,62.24,51.66,34.23,34.23,38.12,65.74,75.39,340.22,297.23,331.32,160.42,153.57,189.26,220.3,292.27,362.06,66.44,17.28,20.78
Datt Mediproduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengal Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davangere Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.86
Eastern Finan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Info Edg.(India),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852.99,2343.02,1170.62,2375.1,3643.88,3967.87,3923.38,6756.6,10078.92,9303.29,9691.23,14207.07,22504.18,24947.96,55071.31
MPS,0,0,0,0,0,0,0,0,0,0,0,0,499.64,213.61,433.62,688.11,759.59,533.11,233.97,80.74,108.74,57.36,72.91,211.34,614.69,1753.71,1230.11,1275.45,922.93,892.22,373.46,842.77
Lypsa Gems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.98,228.36,134.68,180.48,141.84,54.99,21.97,10.88,13.03
Alka Securities,0,0,0,0,0,0,0,0,0,0,10.25,16,10,0,0,9.83,15.2,19,89.25,157.25,48.74,8.83,4.03,3.26,2.01,1.44,1.82,2.69,3.45,1.82,2.3,2.21
G R Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W W TECHN. HD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronson Traders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallcom (India),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.59,136.78,185.14,144.14,86.99,243.36
Mint Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkem Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16338.56,26387.4,23638,20945.4,27844.89,33145.81
Cybermate Info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardhman Acrylic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.51,142.72,77.06,62.4,66.2,42.87,117.76,104.73,76.51,118.49,147.89,220.9,304.14,433.56,382.13,319.85,214.97,294.53
Hindustan Wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S S Organics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,13.51,7.32,5.1,4.59,5.96,8.42,8.13,0,0,8.57,0,8.23,7.75,0,0,0
S Chand & Compan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.26,635.33,135.7,370.91
Melstar Info.,0,0,0,0,0,0,0,0,0,0,271.43,38.38,49.03,22.63,15.65,19.89,16.99,12.14,12.3,17.49,15.54,11.71,8.85,4.37,2.86,6,8.13,5.47,0,2.1,4.86,2.71
Ipisteel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-Guard Industri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.04,131.79,264.17,501.63,554.02,1299.52,1388.03,2730.1,2636.22,7378.37,9462.77,9452.32,6632.03,10845.05
Hind.Housing Co.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
T B Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.74,874.77,987.79,386.7,519.5,567.54,394.38,135.13,415.4
Sijua(Jherriah),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.V. Invest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599.27,2378.28,2042.06,1598.68,3852.95
Indo Tech.Trans.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.51,291.89,529.94,318.39,308.72,150.49,88.2,78.48,63.72,184.89,199.44,220.47,182.13,110.98,94.41,92.39
Multipurpose Trd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76
Kusam Electr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0
Svaraj Trading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.72,279.81,269.19,306.8,289.62,151.19,21.83,7.6
Startech Fin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,54.56,51.53,37.61,0,22.15,50.1,77.85
Sneh Const.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velox Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeet Mach. Tools,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antariksh Indus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sindhu Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.28,0,0,0,0,124.9,0,714.46,290.15,309.17
Titagarh Wagons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.14,640.29,616.59,661.08,331.79,227.28,1154.95,1095.57,1342.82,1269.93,808.7,288.44,531.87
Shoppers Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916.51,2137.19,1436.34,350.34,1390.29,2836.57,3212.82,3347.85,3199.87,3414.33,3043.02,3027.05,4650.92,4146.97,1702.17,2351.22
Datre Corpn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megh Mayur Infra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intense Tech.,0,0,0,0,0,0,0,0,0,0,0,26.71,216.53,173.68,72.68,97.08,629.11,293.54,278.2,102.61,74.09,67.95,65.08,44.31,75.17,135.97,84.94,343.37,179.76,83.72,31.6,71.42
United Prov. Sug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Systems Intl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1,111.42,65.9,127.39,151.6,193.53,290.24,483.48,1104.81,770.1,681.29,447.47,628.63,993.87,1362.66
Dalmia Laminator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triven.Engg.Ind.,0,0,0,0,0,0,0,0,0,0,0,26.12,24.52,36.26,0,0,3240.51,1391.37,2744.06,1021.28,3524.2,2475.84,398.46,377.82,460.35,474.62,1303.91,2287.97,1053.71,1570.89,906.24,2044.04
PTC India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,885.75,893.25,2185.51,1577.16,3298.85,2457.1,1803.74,1762.74,2002.51,2390.28,1888.54,2749.93,2578.25,2177.15,1142.6,2310.36
Petronet LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106.25,3168.75,4125,3146.25,5272.5,2913.75,5700,9101.25,12615,10155,10275,12858.75,18806.25,30217.5,34695,37575,29977.5,33735
C D S L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2953.69,2534.65,2240.48,6855.72
SBI Cards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58065.09,87407.73
Grob Tea Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.55,166.9,46.5,30.13,93.38
Mirza Elec. Inds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangalam Drugs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.09,21.42,16.49,6.3,16.96,16.11,13.19,7.91,6.22,34.93,364.78,228.32,256.66,87.29,48.04,157.33
Winsome Intl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Steel,0,0,0,0,0,0,0,0,0,0,294.74,236.02,190.92,469.5,1575.57,3225.38,5843.22,7319.93,31914.96,18587.98,65393.52,65263.21,50946.6,32545.06,26696.37,14327.39,5494,11067.22,21227.06,17379.48,8384.53,35073.25
Simplex Projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.5,50.1,260.82,179.61,102.06,32.13,19.71,45.23,29.3,39.69,28.03,16.63,0,0
Atlanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.12,346.29,66.42,368.95,799.11,473.11,406.68,353.71,537.49,253.46,659.34,610.84,150.77,23.55,53.14
Burlington Fin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Star Info.,0,0,0,0,0,0,0,0,0,0,0,31.4,148.3,111.15,168.75,130.35,107,95.7,59.05,47.95,112.1,99.7,75.02,58.76,121.72,212.98,254.77,0,0,0,0,0
Beekay Steel Ind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.85,142.85,322.32,742.38,604.97,313.45,541.84
Malanpur Stee.MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Commodit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport Corp.,0,0,0,0,0,0,0,0,0,0,0,35.7,25.46,21.37,37.28,100.01,327.44,390.83,625.31,246.14,738.78,703.37,434.02,402.58,809.02,1968.27,2155.17,1791.91,2038.87,2475.42,1445.49,1974.91
Mindtree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096.93,1265.72,804.63,2326.55,1574.36,1975.35,3797.02,5497.42,10921.63,10940.5,7601.48,12687.9,15500.98,13631.67,34335.84
Glenmark Pharma.,0,0,0,0,0,0,0,0,0,0,261.29,120.75,245.83,214.94,854.39,3350.31,3731.72,7320.65,12203.71,3952.89,7183.42,7665.71,8321.93,12530.48,15348.55,21323.75,22411.82,24202.97,14874.49,18215.37,5814.07,13108.12
Dish TV India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119.59,2266.63,3892.04,7139.44,6796.19,7140.15,5548.65,8700.39,9251.71,11501.8,13100.64,7153.4,754.93,1699.51
Sasken Technol.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.34,1383.96,292.03,158.32,466.83,411.31,298.33,335.85,388.63,465.53,604.07,648.73,1194.29,1084.61,569.83,1314.39
3i Infotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.78,1358.04,1268.75,424.94,1324.77,840.92,297.58,320.07,444.94,353.19,266.57,597.74,812.52,620.79,213.4,1202.79
Hathway Cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960.06,1395.03,2352.9,3854.85,3696.64,4073.58,3218.17,3143.42,2848.6,5124.45,2380.79,4540.32
MPS Infotecnics,0,0,0,0,0,0,0,0,0,0,0,16.7,16.07,6.35,6.08,37.18,150.01,80.67,66.57,11.36,24.61,51.5,20.14,675.62,86.81,37.74,37.74,71.71,86.81,71.71,71.71,71.71
Rampur Fert.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Infosys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,5.6,5.6,0,7.13
Indraprastha Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.8,1356.6,2037,1399.3,1851.5,1521.8,3044.3,4179,5302.5,3856.3,4165.7,5872.3,7972.3,14187.6,19519.52,21315.02,27219.53,35756.04
Intrasoft Tech.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.81,78.88,72.18,67.76,369.28,557.09,484.99,1016.52,188.54,46.18,98.47
Mahindra Life.,0,0,0,0,0,0,0,0,0,0,0,45.58,68.44,32.74,65.32,379.96,1434.21,2270.36,1686.27,539.3,1566.7,1573.59,1298.6,1555.62,1495.66,1922.45,1724.75,1986.22,2270.5,1845.23,979.98,2926.79
Integ. Hitech,0,0,0,0,0,0,0,0,0,0,20.95,2,1.3,0.7,0.61,2.06,1.1,2.13,2.75,0.7,3.15,4.7,2.08,1.44,3.95,3.85,0,0,0,0,0,0
TajGVK Hotels,0,0,0,0,0,0,0,0,0,0,0,62.2,76.81,47.97,152.87,422.73,1636.51,1170.64,655.23,306.92,996.33,582.18,474.02,405.05,416.34,431.39,451.76,968.42,1027.99,1488.85,643,684.7
Landmarc Leisur.,0,0,0,0,0,0,0,0,0,0,720.2,0,0,47.6,11,25.48,35.2,66.4,76,22.8,36.4,70.4,36,22.4,20.8,58.4,40.8,44.8,43.2,27.2,29.6,30.4
Enso Secutrack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,42.86,81.75,21.15,18.02,0,0,0,0,0,0,0,0,0,0,0
Ed & Tech Intl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,24.51,45.93,38.37,13.38,16.64,10.62,6.4,3.07,1.99,2.38,4.02,2.3,0,0,0,0
Pentagon Global,0,0,0,0,0,0,0,0,0,0,0,16.02,7.56,3.9,2.62,4.37,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avantel,0,0,0,0,0,0,0,0,0,0,0,5.99,3.95,2.06,6.95,49.54,33.71,19,30.85,20.06,31.04,27.81,30.41,27.06,19.33,47.92,50.6,76.59,206.8,91.37,67,153.38
Telesys Info.,0,0,0,0,0,0,0,0,0,0,0,1.95,1.05,2.44,1.39,5.09,4.67,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadila Health.,0,0,0,0,0,0,0,0,0,0,0,761.81,763.3,735.32,2852.38,2907.64,4241.51,4213.88,3198.4,3714.17,11261.25,16201.75,15562.93,15179.03,21015.39,35611.91,32447.52,45377.39,38764.01,35482.92,27344.16,45131.69
Beeyu Overseas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,13.1,11.4,4.23,4.71,3.31,3.32,0,0,2.11,1.39,0.76,0.54,0.42,0.45,1.24
Ashika Credit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,46.48,45.61,30.44,20.87,20.06,0,0,21.62,46.99
Baron Infotech,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,3.7,1.65,0.43,0.51,0.42,0.49,0.29,0.19,0.21,0.35
Computer Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,25.5,24.05,5.35,13.7,17.2,14.38,9.9,9.59,6.81,33.22,102.9,54.11,32.47,9.34,15.11
Nagpur Power,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,28.69,14.34,38.97,51.48,23.71,50.37,63.67,43.75,55.02,34.85,35.24,37.47,40.22,47.16,48.8,44.34,46.64
Brightcom Group,0,0,0,0,0,0,0,0,0,0,0,13.75,18.55,11.3,3.87,18.42,55.97,74.99,154.43,52.11,246.57,92.15,250.77,1273.97,723.43,1364.46,897.73,367.19,220.98,149.54,147.64,419.32
GE Power,0,0,0,0,0,0,0,0,0,0,257.43,140.41,142.69,306.62,751.96,1208.04,2474.04,2650.64,3899.56,1864.16,4158.93,3932.4,2383.23,2139.59,2819.96,4844.93,4078.84,3931.61,6238.94,5451.01,3202.5,1924.79
Biopac India,0,0,0,0,0,0,0,0,0,0,0,4.96,6.96,5.6,10.59,16.88,31.36,11.92,22.4,14.92,21.56,25.25,7.75,7.12,6.35,13.11,21.99,42.87,34.41,7.73,4.95,0
SPS Steels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynacons Sys.,0,0,0,0,0,0,0,0,0,0,0,96.01,43.09,4.54,3.78,7.41,5.59,6.5,14.52,6.07,12.74,0,2.74,2.63,1.57,5.21,8,12.12,24.59,25.23,13.16,75.9
Jeevan Scienti.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97,23.44,37.4,47.79,43.84,24.71,93.8
South.Bio Tech.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.41,23.46,62.72,25.71,84.44,38.31,24.02,17.34,24.77,23.89,30.09,29.32,13.75,9.03,0,0
Sankhya Infotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22,22.01,14.88,14.96,8.54,8.43,19.46,32.68,65.59,130.27,91.82,3.4,4.44
Virgo Global,0,0,0,0,0,0,0,0,0,0,0,3.67,3.15,2,1.84,0,0,0,0,0,0,3.36,1.26,0.82,0.41,0.83,2.35,0.91,0.36,4.28,0.7,0
Padmalaya Tele.,0,0,0,0,0,0,0,0,0,0,0,37.49,165.8,74.06,69.88,49.81,16,13,14.06,6.49,8.21,5.8,5.46,3.09,1.68,2.21,2.46,6.38,5.61,3.43,1.99,4.32
Vedavaag Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,19.64,7.04,5.75,7.25,7.85,14.49,46.84,115.35,73.46,67.17,36.11,62.59
Omni Ax's,0,0,0,0,0,0,0,0,0,0,0,1.1,0.55,0.89,0.73,6.35,1.52,1.52,1.72,1.7,1.93,4.49,4.05,1.69,1.39,1.38,0.93,2.93,4.49,3.67,3.13,2.94
Quantum Build,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08,9.94,2.52,1.34,11.75,12.93,10.65
Softsol India,0,0,0,0,0,0,0,0,0,0,0,42.36,28.61,14.11,15.57,33.76,66.55,57.89,116.57,50.6,96.83,59.91,110.4,71.06,72.07,83.93,94.44,60.55,56.43,55.76,44.57,132.29
Universal Arts,0,0,0,0,0,0,0,0,0,0,0,2.35,1.65,0.9,4.04,4.04,4.97,2.24,1.75,0.96,1.52,1.32,1.75,0.78,1.05,1.71,1.63,2.45,0.8,0.8,0.98,0.95
Agnite Educ.,0,0,0,0,0,0,0,0,0,0,0,5.25,10.9,12,71.72,186.84,281.77,993.11,453.28,99.5,98.91,41.69,21.24,9.24,0,0,0,0,0,0,0,0
Commex Tech.,0,0,0,0,0,0,0,0,0,0,0,4.69,4.37,1.71,3.9,38.02,141.78,149.77,116.73,33.16,109.19,345.87,295.47,171.7,221.02,20.16,23.26,9,7.76,5.58,3.1,0
Mukta Arts,0,0,0,0,0,0,0,0,0,0,0,309.02,191.6,100.15,104.1,98.12,116.29,169.25,205.71,77.91,131.31,79.6,66.28,64.24,82.31,66.5,133.12,225.17,145.11,103.21,40.65,63.35
Orbit Corpn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906.71,189.87,1513.6,618.23,593.16,291.74,195.9,136.18,65.98,52.65,0,0,0,0
Tera Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,61.15,74.01,60.62,28.21,48.73,56.37,97.91,38.29,19.58,40.04,103.97,127.25,46.61,48.73,16.83,47.55
Cyberscap.Multi.,0,0,0,0,0,0,0,0,0,0,0,15.81,5.45,1.11,1.01,2.97,1.25,2.25,2.45,1.01,1.48,1.27,1.91,0.72,0.32,0.67,2.93,2.88,0,0,0,0
Datamatics Glob.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.66,261.19,213.98,115.64,85.43,181.27,175.37,159.16,151.5,290.62,396.43,318.33,746.3,605.11,608.65,240.22,677.62
Divi's Lab.,0,0,0,0,0,0,0,0,0,0,0,0,0,281.59,1857.3,1276.49,2399.52,3974.41,8191.4,6174.56,8973.65,8962.43,10177.28,13058.62,18173.47,23764.24,26149.98,16569.22,28922.8,45214.61,52763.21,96366.42
Baba Arts,0,0,0,0,0,0,0,0,0,0,0,3.12,7.44,1.66,13.1,11.73,18.04,59.6,22.95,21.7,71.98,108.36,95.46,92.98,62.75,50.98,21.36,35.91,15.24,19.42,14.91,48.83
Netripples Soft.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,3.22
Ontrack Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78,19.13,16.73,10.06,3.98,9.25,77.55,39.36,28.02,14.6,3.42,0,0,0,0,0,0
Steel Exchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.15,28.46,19.04,105.69,52.79,154.06,161.97,293.52,384.17,297.41,200.53,185.46,617.38,187.68,132.97,98.4,503.64
Response Info.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.27,2.63,3.23,0,0,4.36
Tyche Industries,0,0,0,0,0,0,0,0,0,0,0,6.15,4.15,1.38,7.18,19.7,27.32,25.63,15.79,9.2,17.94,13.35,13.34,10.13,25.57,20.86,40.59,74.21,109.98,70.72,76.77,174.66
Zen Technologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.94,128.34,45.34,123.67,78.95,161.56,113.84,119.67,58.9,69.6,435.57,567.9,513.11,875.38,569.44,175.54,618.59
Midvalley Enter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.79,32.24,0,0,0,0,0,0,7.32,0.65,0
PVV Infra Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28,10.83,3.61,5.88,9.95,11.08,2.1,2.97
Picturehouse,0,0,0,0,0,0,0,0,0,0,0,5.72,5.28,2.37,1.17,2.2,22.75,15.93,8.72,2.09,3.99,19.67,134.81,207.43,100.58,47.03,50.79,29.63,22.68,6.27,5.22,6.22
CCS Infotech,0,0,0,0,0,0,0,0,0,0,0,13.97,5.33,1.91,4.47,5.34,8.76,8.07,6.05,2.16,4.03,6.38,3.22,1.33,2.11,1.13,0,0,0,0,0,0
Virinchi,0,0,0,0,0,0,0,0,0,0,0,13.86,7.32,2.94,8.7,31.38,56.36,48.57,27.18,9.39,16.27,17.06,13.49,13.63,13.49,34.26,58.63,310.07,290.79,256.54,85.73,128.74
Tata Tele. Mah.,0,0,0,0,0,0,0,0,0,0,0,1194.53,983.73,611.32,2279.31,3794.52,3611.38,3818.02,5320.9,4325.59,4486.88,3244.21,2788.88,1498.79,1448.6,1544.39,1296.12,1407.55,1077.17,600.16,351.89,2756.45
Firstobj.Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcutta Stock E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourth Gen.,0,0,0,0,0,0,0,0,0,0,0,17.27,5.3,1.56,1.06,3.06,0,0,0,0,0,0,2.56,0,6.43,1.1,2.01,1.11,0,0,1.24,1.48
IKF Technolog.,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.57,12.8,49.51,178.07,204.37,60.88,171.81,95.16,45.64,0,0,24.97,34.45,30.57,22.82,0,0,0
Visie Cyber Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USG Tech,0,0,0,0,0,0,0,0,0,0,0,11.56,0.43,0,0,0,0,0,0,0,0,0,22.84,32.47,35.47,12.93,10.52,18.96,15.76,13.01,9.85,8.04
HDFC AMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32612.98,44947.25,62192.21
FCS Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.79,94.33,88.17,31.75,282.25,108.1,42.21,27.71,59.74,43.15,54.77,46.16,61.54,39.32,32.48,116.25
Adani Ports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23219.41,12949.98,31663.74,27336.39,25853.88,27797.18,38813.44,63767.89,51297.48,70370.94,73446.3,78281.98,51057.92,142781.36
Akshay Fiscal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opto Circuits,0,0,0,0,0,0,0,0,0,0,0,43.69,32.41,36.11,65.78,265.67,755.46,1833.19,3121.26,1626.81,3967.1,5139.98,4930,1461.19,659.11,455.56,236.75,224.87,228.56,250.12,50.81,86.88
AXISCADES Tech.,0,0,0,0,0,0,0,0,0,0,0,38.68,66.39,23.31,13.9,22.85,17.17,20,39.52,22.06,120.76,139.22,166.47,89.22,88.72,917.38,778.98,610.38,524.48,231.47,104.97,150.66
Sanmit Infra,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.29,2.09,1.39,2.53,2.03,1.8,1.82,6.19,8.99,6.2,6.77,3.66,6.76,5.4,0,38.6,58,107.53
Kesoram Textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lohia Securities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.85,31.25,68.25,40.51,41.83,37.35,0,37.35,23.66,0,18.92,18.92,20.24
KJMC Corporate,0,0,0,0,0,0,0,0,0,0,11.88,3.8,2.19,0,0.51,2.63,3.07,2.92,3.07,2.48,4.44,6.39,4.05,6.26,2.98,3.6,3.83,7.5,8.62,9.01,0,6.14
